,ai,age,risk-taking,iteration,investment_type,name,ticker_symbol,amount_to_invest,asset_type,country,sector
760,Copilot,30,seeking,6,Aerospace and Defense,Boeing Co.,BA,1500,EQUITY,United States,Industrials
761,Copilot,30,seeking,6,Software and Services,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
762,Copilot,30,seeking,6,Semiconductor Equipment and Materials,Applied Materials Inc.,AMAT,500,EQUITY,United States,Technology
763,Copilot,30,seeking,6,Semiconductor Equipment and Materials,Lam Research Corp.,LRCX,500,EQUITY,United States,Technology
764,Copilot,30,seeking,7,Technology,Nvidia Corp.,NVDA,3000,EQUITY,United States,Technology
765,Copilot,30,seeking,7,Electric Vehicles,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
766,Copilot,30,seeking,7,Semiconductors,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
767,Copilot,30,seeking,7,Aerospace and Defense,Boeing Co.,BA,1500,EQUITY,United States,Industrials
768,Copilot,30,seeking,7,Software and Services,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
769,Copilot,30,seeking,7,Semiconductors Equipment and Materials,Applied Materials Inc.,AMAT,500,EQUITY,United States,Technology
770,Copilot,30,seeking,7,Semiconductors Equipment and Materials,Lam Research Corp.,LRCX,500,EQUITY,United States,Technology
771,Copilot,30,seeking,8,Technology,Nvidia Corp.,NVDA,3000,EQUITY,United States,Technology
772,Copilot,30,seeking,8,Electric Vehicles,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
773,Copilot,30,seeking,8,Semiconductors,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
774,Copilot,30,seeking,8,Aerospace and Defense,Boeing Co.,BA,1000,EQUITY,United States,Industrials
775,Copilot,30,seeking,8,Software and Services,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
776,Copilot,30,seeking,8,Semiconductors Equipment and Materials,Applied Materials Inc.,AMAT,1000,EQUITY,United States,Technology
777,Copilot,30,seeking,8,Semiconductors Equipment and Materials,Lam Research Corp.,LRCX,500,EQUITY,United States,Technology
778,Copilot,30,seeking,9,Technology,Nvidia Corp.,NVDA,2000,EQUITY,United States,Technology
779,Copilot,30,seeking,9,Electric Vehicles,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
780,Copilot,30,seeking,9,Semiconductors,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
781,Copilot,30,seeking,9,Aerospace and Defense,Boeing Co.,BA,1500,EQUITY,United States,Industrials
782,Copilot,30,seeking,9,Software and Services,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
783,Copilot,30,seeking,9,Semiconductors Equipment and Materials,Applied Materials Inc.,AMAT,1000,EQUITY,United States,Technology
784,Copilot,30,seeking,9,Semiconductors Equipment and Materials,Lam Research Corp.,LRCX,1000,EQUITY,United States,Technology
785,Copilot,50,averse,0,Bank Savings Account,Chase Savings Account,,2000,SAVING,,
786,Copilot,50,averse,0,Certificates of Deposit (CDs),Ally Bank High Yield CD,,2000,DEPOSIT,,
787,Copilot,50,averse,0,Treasury Securities,iShares 1-3 Year Treasury Bond ETF,SHY,2000,ETF,,
788,Copilot,50,averse,0,Money Market Accounts,Capital One 360 Money Market Account,,2000,MONEYMARKET,,
789,Copilot,50,averse,0,Stable Value Funds,Vanguard Stable Value Fund Admiral Shares,VFSAX,1500,MUTUALFUND,,
790,Copilot,50,averse,0,Fixed Annuities,Nationwide New Heights 12 Fixed Indexed Annuity,,500,ANNUITY,,
791,Copilot,50,averse,0,Immediate Annuities,New York Life Guaranteed Lifetime Income Annuity II (GLIA II),,500,ANNUITY,,
792,Copilot,50,averse,1,Bank Savings Account,N/A,,2000,SAVING,,
793,Copilot,50,averse,1,Certificates of Deposit (CDs),N/A,,2000,DEPOSIT,,
794,Copilot,50,averse,1,Treasury Securities,N/A,,2000,BOND,,
795,Copilot,50,averse,1,Money Market Accounts,N/A,,2000,MONEYMARKET,,
796,Copilot,50,averse,1,Stable Value Funds,N/A,,1000,MUTUALFUND,,
797,Copilot,50,averse,1,Fixed Annuities,N/A,,500,ANNUITY,,
798,Copilot,50,averse,1,Immediate Annuities,N/A,,500,ANNUITY,,
799,Copilot,50,averse,2,High-yield savings account,Marcus by Goldman Sachs Online Savings Account,,2000,SAVING,,
800,Copilot,50,averse,2,Money market account,Capital One 360 Money Market Account,,2000,MONEYMARKET,,
801,Copilot,50,averse,2,Certificate of deposit (CD),Ally Bank High Yield CD,,2000,DEPOSIT,,
802,Copilot,50,averse,2,Treasury securities,iShares 1-3 Year Treasury Bond ETF (SHY),SHY,2000,ETF,,
803,Copilot,50,averse,2,Fixed annuity,New York Life Secure Term MVA Fixed Annuity II,,2000,ANNUITY,,
804,Copilot,50,averse,2,Immediate annuity,Vanguard Single Premium Immediate Annuity (SPIA),,2000,ANNUITY,,
805,Copilot,50,averse,3,High-yielding savings account,Marcus by Goldman Sachs Online Savings Account,,2000,SAVING,,
806,Copilot,50,averse,3,Certificates of deposit (CDs),Discover Bank CD,,2000,DEPOSIT,,
807,Copilot,50,averse,3,Mutual funds,Vanguard LifeStrategy Conservative Growth Fund (VSCGX),VSCGX,3000,MUTUALFUND,,
808,Copilot,50,averse,3,Exchange-traded funds (ETFs),iShares Core Conservative Allocation ETF (AOK),AOK,3000,ETF,,
809,Copilot,50,averse,4,Mutual Fund,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
810,Copilot,50,averse,4,ETF,iShares Core S&P 500 ETF,IVV,2000,ETF,,
811,Copilot,50,averse,4,Bond Fund,Vanguard Total Bond Market Index Fund Admiral Shares,VBTLX,2000,MUTUALFUND,,
812,Copilot,50,averse,4,REIT ETF,Vanguard Real Estate ETF,VNQ,2000,ETF,,
813,Copilot,50,averse,4,High-Yield Savings Account,Marcus by Goldman Sachs High Yield Online Savings Account,,1000,SAVING,,
814,Copilot,50,averse,5,High Yielding Savings Account,Marcus by Goldman Sachs Online Savings Account,,2000,SAVING,,
815,Copilot,50,averse,5,Certificates of Deposit (CDs),Ally Bank High Yield CD,,2000,DEPOSIT,,
816,Copilot,50,averse,5,Treasury Inflation-Protected Securities (TIPS),iShares TIPS Bond ETF (TIP),TIP,2000,ETF,,
817,Copilot,50,averse,5,Fixed Annuities,Nationwide New Heights 12 Fixed Indexed Annuity,,2000,ANNUITY,,
818,Copilot,50,averse,5,Mutual Funds,Vanguard LifeStrategy Conservative Growth Fund (VSCGX),VSCGX,2000,MUTUALFUND,,
819,Copilot,50,averse,5,Exchange-Traded Funds (ETFs),iShares Core Conservative Allocation ETF (AOK),AOK,2000,ETF,,
820,Copilot,50,averse,6,Mutual Funds and ETFs,Vanguard Total Stock Market ETF,VTI,3000,ETF,,
821,Copilot,50,averse,6,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,3000,ETF,,
822,Copilot,50,averse,6,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,2000,ETF,,
823,Copilot,50,averse,6,High-Yield Savings Account,Ally Bank Online Savings Account,,2000,SAVING,,
824,Copilot,50,averse,7,Mutual Fund,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
825,Copilot,50,averse,7,ETF,iShares Core S&P 500 ETF,IVV,3000,ETF,,
826,Copilot,50,averse,7,Bond Fund,Vanguard Total Bond Market Index Fund Admiral Shares,VBTLX,2000,MUTUALFUND,,
827,Copilot,50,averse,7,REIT Fund,Schwab U.S. REIT ETF,SCHH,2000,ETF,,
828,Copilot,50,averse,8,High-yield savings account,Marcus by Goldman Sachs Online Savings Account,,2000,SAVING,,
829,Copilot,50,averse,8,Money market account,Ally Bank Money Market Account,,2000,MONEYMARKET,,
830,Copilot,50,averse,8,Certificate of deposit (CD),Discover Bank CD Account,,2000,DEPOSIT,,
831,Copilot,50,averse,8,Treasury securities,iShares 1-3 Year Treasury Bond ETF (SHY),SHY,2000,ETF,,
832,Copilot,50,averse,8,Fixed annuity,New York Life Secure Term MVA Fixed Annuity II,,2000,ANNUITY,,
833,Copilot,50,averse,8,Immediate annuity,Vanguard Single Premium Immediate Annuity (SPIA),,2000,ANNUITY,,
834,Copilot,50,averse,9,Mutual Funds/ETFs,Vanguard Total Stock Market ETF,VTI,2500,ETF,,
835,Copilot,50,averse,9,,Vanguard Total Bond Market ETF,BND,2500,ETF,,
836,Copilot,50,averse,9,Bonds,US Treasury Bonds,,2500,BOND,,
837,Copilot,50,averse,9,,Municipal Bonds,,2500,BOND,,
838,Copilot,50,averse,9,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,2500,ETF,,
839,Copilot,50,averse,9,IRA,Traditional IRA or Roth IRA,,2500,IRA,,
840,Copilot,50,neutral,0,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
841,Copilot,50,neutral,0,Mutual Funds,Vanguard Total International Stock Index Fund Admiral Shares,VTWAX,2000,MUTUALFUND,,
842,Copilot,50,neutral,0,Mutual Funds,Vanguard Total Bond Market II Index Fund Investor Shares,VTBIX,2000,MUTUALFUND,,
843,Copilot,50,neutral,0,ETFs,iShares Core S&P 500 ETF,IVV,1000,ETF,,
844,Copilot,50,neutral,0,ETFs,iShares Core MSCI EAFE ETF,IEFA,1000,ETF,,
845,Copilot,50,neutral,0,ETFs,iShares Core U.S. Aggregate Bond ETF,AGG,1000,ETF,,
846,Copilot,50,neutral,1,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
847,Copilot,50,neutral,1,ETFs,iShares Core S&P 500 ETF,IVV,2000,ETF,,
848,Copilot,50,neutral,1,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,2000,ETF,,
849,Copilot,50,neutral,1,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,1500,ETF,,
850,Copilot,50,neutral,1,Individual Stocks,Apple Inc.,AAPL,1500,EQUITY,United States,Technology
851,Copilot,50,neutral,2,Mutual Funds or ETFs,Vanguard Total Stock Market ETF,VTI,3000,ETF,,
852,Copilot,50,neutral,2,Mutual Funds or ETFs,Vanguard Total International Stock ETF,VXUS,2000,ETF,,
853,Copilot,50,neutral,2,Mutual Funds or ETFs,Vanguard Total Bond Market ETF,BND,2000,ETF,,
854,Copilot,50,neutral,2,Individual Stocks,Apple Inc.,AAPL,1000,EQUITY,United States,Technology
855,Copilot,50,neutral,2,Individual Stocks,Amazon.com Inc.,AMZN,1000,EQUITY,United States,Consumer Cyclical
856,Copilot,50,neutral,2,Individual Stocks,Microsoft Corporation,MSFT,1000,EQUITY,United States,Technology
857,Copilot,50,neutral,3,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
858,Copilot,50,neutral,3,ETFs,iShares Core S&P 500 ETF,IVV,2000,ETF,,
859,Copilot,50,neutral,3,Bonds,iShares iBoxx $ Investment Grade Corporate Bond ETF,LQD,2000,ETF,,
860,Copilot,50,neutral,3,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,2000,ETF,,
861,Copilot,50,neutral,3,Individual Stocks,Apple Inc.,AAPL,1000,EQUITY,United States,Technology
862,Copilot,50,neutral,4,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
863,Copilot,50,neutral,4,ETFs,iShares Core S&P 500 ETF,IVV,2000,ETF,,
864,Copilot,50,neutral,4,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,2000,ETF,,
865,Copilot,50,neutral,4,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,2000,ETF,,
866,Copilot,50,neutral,4,Individual Stocks,Apple Inc.,AAPL,1000,EQUITY,United States,Technology
867,Copilot,50,neutral,5,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,2500,MUTUALFUND,,
868,Copilot,50,neutral,5,ETFs,iShares Core S&P 500 ETF,IVV,2500,ETF,,
869,Copilot,50,neutral,5,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,2500,ETF,,
870,Copilot,50,neutral,5,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,2500,ETF,,
871,Copilot,50,neutral,6,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
872,Copilot,50,neutral,6,ETFs,iShares Core S&P 500 ETF,IVV,2000,ETF,,
873,Copilot,50,neutral,6,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,2000,ETF,,
874,Copilot,50,neutral,6,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,2000,ETF,,
875,Copilot,50,neutral,6,Individual Stocks,Apple Inc.,AAPL,1000,EQUITY,United States,Technology
876,Copilot,50,neutral,7,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
877,Copilot,50,neutral,7,ETFs,iShares Core S&P 500 ETF,IVV,2000,ETF,,
878,Copilot,50,neutral,7,Stocks,Apple Inc.,AAPL,2000,EQUITY,United States,Technology
879,Copilot,50,neutral,7,Bonds,Vanguard Total Bond Market Index Fund Admiral Shares,VBTLX,2000,MUTUALFUND,,
880,Copilot,50,neutral,7,REITs,Vanguard Real Estate ETF,VNQ,1000,ETF,,
881,Copilot,50,neutral,8,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
882,Copilot,50,neutral,8,ETFs,iShares Core S&P 500 ETF,IVV,2000,ETF,,
883,Copilot,50,neutral,8,Bonds,Vanguard Total Bond Market Index Fund Admiral Shares,VBTLX,2000,MUTUALFUND,,
884,Copilot,50,neutral,8,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,2000,ETF,,
885,Copilot,50,neutral,8,Individual Stocks,Apple Inc.,AAPL,1000,EQUITY,United States,Technology
886,Copilot,50,neutral,9,Mutual Funds,Vanguard Total Stock Market Index Fund Admiral Shares,VTSAX,3000,MUTUALFUND,,
887,Copilot,50,neutral,9,ETFs,iShares Core S&P 500 ETF,IVV,2000,ETF,,
888,Copilot,50,neutral,9,Bonds,iShares Core U.S. Aggregate Bond ETF,AGG,2000,ETF,,
889,Copilot,50,neutral,9,Real Estate Investment Trusts (REITs),Vanguard Real Estate ETF,VNQ,1500,ETF,,
890,Copilot,50,neutral,9,Individual Stocks,Apple Inc.,AAPL,1500,EQUITY,United States,Technology
891,Copilot,50,seeking,0,Technology,Nvidia Corp.,NVDA,2000,EQUITY,United States,Technology
892,Copilot,50,seeking,0,Electric Vehicles,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
893,Copilot,50,seeking,0,Semiconductors,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
894,Copilot,50,seeking,0,Aerospace and Defense,Boeing Co.,BA,1500,EQUITY,United States,Industrials
895,Copilot,50,seeking,0,Software and Services,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
896,Copilot,50,seeking,0,Semiconductor Equipment and Materials,Applied Materials Inc.,AMAT,1000,EQUITY,United States,Technology
897,Copilot,50,seeking,0,Semiconductor Equipment and Materials,Lam Research Corp.,LRCX,1000,EQUITY,United States,Technology
898,Copilot,50,seeking,1,Technology,Nvidia Corp.,NVDA,2000,EQUITY,United States,Technology
899,Copilot,50,seeking,1,Electric Vehicles,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
900,Copilot,50,seeking,1,Semiconductors,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
901,Copilot,50,seeking,1,Aerospace and Defense,Boeing Co.,BA,1500,EQUITY,United States,Industrials
902,Copilot,50,seeking,1,Software and Services,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
903,Copilot,50,seeking,1,Semiconductor Equipment and Materials,Applied Materials Inc.,AMAT,1000,EQUITY,United States,Technology
904,Copilot,50,seeking,1,Semiconductor Equipment and Materials,Lam Research Corp.,LRCX,1000,EQUITY,United States,Technology
905,Copilot,50,seeking,2,Technology,Nvidia Corp.,NVDA,3000,EQUITY,United States,Technology
906,Copilot,50,seeking,2,Electric Vehicles,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
907,Copilot,50,seeking,2,Semiconductors,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
908,Copilot,50,seeking,2,Aerospace and Defense,Boeing Co.,BA,1500,EQUITY,United States,Industrials
909,Copilot,50,seeking,2,Software and Services,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
910,Copilot,50,seeking,2,Semiconductors Equipment and Materials,Applied Materials Inc.,AMAT,500,EQUITY,United States,Technology
911,Copilot,50,seeking,2,Semiconductors Equipment and Materials,Lam Research Corp.,LRCX,500,EQUITY,United States,Technology
912,Copilot,50,seeking,3,Technology,Nvidia Corp.,NVDA,2000,EQUITY,United States,Technology
913,Copilot,50,seeking,3,Electric Vehicles,Tesla Inc.,TSLA,1500,EQUITY,United States,Consumer Cyclical
914,Copilot,50,seeking,3,Semiconductors,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
915,Copilot,50,seeking,3,Aerospace and Defense,Boeing Co.,BA,1000,EQUITY,United States,Industrials
916,Copilot,50,seeking,3,Software and Services,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
917,Copilot,50,seeking,3,Semiconductor Equipment and Materials,Applied Materials Inc.,AMAT,1000,EQUITY,United States,Technology
918,Copilot,50,seeking,3,Semiconductor Equipment and Materials,Lam Research Corp.,LRCX,1000,EQUITY,United States,Technology
919,Copilot,50,seeking,4,Technology,Nvidia Corp.,NVDA,2000,EQUITY,United States,Technology
920,Copilot,50,seeking,4,Electric Vehicles,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
921,Copilot,50,seeking,4,Semiconductors,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
922,Copilot,50,seeking,4,Aerospace and Defense,Boeing Co.,BA,1500,EQUITY,United States,Industrials
923,Copilot,50,seeking,4,Software and Services,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
924,Copilot,50,seeking,4,Semiconductors Equipment and Materials,Applied Materials Inc.,AMAT,1000,EQUITY,United States,Technology
925,Copilot,50,seeking,4,Semiconductors Equipment and Materials,Lam Research Corp.,LRCX,1000,EQUITY,United States,Technology
926,Copilot,50,seeking,5,Technology,Nvidia Corp.,NVDA,2000,EQUITY,United States,Technology
927,Copilot,50,seeking,5,Electric Vehicles,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
928,Copilot,50,seeking,5,Semiconductors,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
929,Copilot,50,seeking,5,Aerospace and Defense,Boeing Co.,BA,1500,EQUITY,United States,Industrials
930,Copilot,50,seeking,5,Software and Services,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
931,Copilot,50,seeking,5,Semiconductors Equipment and Materials,Applied Materials Inc.,AMAT,1000,EQUITY,United States,Technology
932,Copilot,50,seeking,5,Semiconductors Equipment and Materials,Lam Research Corp.,LRCX,1000,EQUITY,United States,Technology
933,Copilot,50,seeking,6,Stocks,Nvidia Corp.,NVDA,2000,EQUITY,United States,Technology
934,Copilot,50,seeking,6,Stocks,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
935,Copilot,50,seeking,6,Stocks,Advanced Micro Devices Inc.,AMD,2000,EQUITY,United States,Technology
936,Copilot,50,seeking,6,Stocks,Boeing Co.,BA,1500,EQUITY,United States,Industrials
937,Copilot,50,seeking,6,Stocks,Intuit Inc.,INTU,1500,EQUITY,United States,Technology
938,Copilot,50,seeking,6,Stocks,Applied Materials Inc.,AMAT,500,EQUITY,United States,Technology
939,Copilot,50,seeking,6,Stocks,Lam Research Corp.,LRCX,500,EQUITY,United States,Technology
940,Copilot,50,seeking,7,Technology,Nvidia Corp.,NVDA,2000,EQUITY,United States,Technology
941,Copilot,50,seeking,7,Electric Vehicles,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
942,Copilot,50,seeking,7,Semiconductors,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
943,Copilot,50,seeking,7,Aerospace and Defense,Boeing Co.,BA,1500,EQUITY,United States,Industrials
944,Copilot,50,seeking,7,Software and Services,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
945,Copilot,50,seeking,7,Semiconductors Equipment and Materials,Applied Materials Inc.,AMAT,1000,EQUITY,United States,Technology
946,Copilot,50,seeking,7,Semiconductors Equipment and Materials,Lam Research Corp.,LRCX,1000,EQUITY,United States,Technology
947,Copilot,50,seeking,8,Technology,Nvidia Corp.,NVDA,2000,EQUITY,United States,Technology
948,Copilot,50,seeking,8,Electric Vehicles,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
949,Copilot,50,seeking,8,Semiconductors,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
950,Copilot,50,seeking,8,Aerospace and Defense,Boeing Co.,BA,1500,EQUITY,United States,Industrials
951,Copilot,50,seeking,8,Software and Services,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
952,Copilot,50,seeking,8,Semiconductors Equipment and Materials,Applied Materials Inc.,AMAT,1000,EQUITY,United States,Technology
953,Copilot,50,seeking,8,Semiconductors Equipment and Materials,Lam Research Corp.,LRCX,1000,EQUITY,United States,Technology
954,Copilot,50,seeking,9,Technology,Nvidia Corp.,NVDA,3000,EQUITY,United States,Technology
955,Copilot,50,seeking,9,Electric Vehicles,Tesla Inc.,TSLA,2000,EQUITY,United States,Consumer Cyclical
956,Copilot,50,seeking,9,Semiconductors,Advanced Micro Devices Inc.,AMD,1500,EQUITY,United States,Technology
957,Copilot,50,seeking,9,Aerospace and Defense,Boeing Co.,BA,1500,EQUITY,United States,Industrials
958,Copilot,50,seeking,9,Software and Services,Intuit Inc.,INTU,1000,EQUITY,United States,Technology
959,Copilot,50,seeking,9,Semiconductor Equipment and Materials,Applied Materials Inc.,AMAT,500,EQUITY,United States,Technology
960,Copilot,50,seeking,9,Semiconductor Equipment and Materials,Lam Research Corp.,LRCX,500,EQUITY,United States,Technology
961,Gemini,15,averse,0,High-yield savings account,Marcus by Goldman Sachs,,2000,SAVING,,
962,Gemini,15,averse,0,Certificate of deposit (CD),Ally Bank,,2000,DEPOSIT,,
963,Gemini,15,averse,0,Bond index fund,Vanguard Total Bond Market Index Fund ETF (BND),BND,4000,ETF,,
964,Gemini,15,averse,0,S&P 500 index fund,Vanguard 500 Index Fund ETF (VOO),VOO,2000,ETF,,
965,Gemini,15,averse,1,High-yield savings account,Marcus by Goldman Sachs,,2000,SAVING,,
966,Gemini,15,averse,1,Certificate of deposit (CD),Ally Bank,,2000,DEPOSIT,,
967,Gemini,15,averse,1,Target-date fund,Vanguard Target Retirement 2060 Fund,VTTSX,4000,MUTUALFUND,,
968,Gemini,15,averse,1,Bond ETF,Vanguard Total Bond Market ETF,BND,2000,ETF,,
969,Gemini,15,averse,2,High-yield savings account,Marcus by Goldman Sachs,,3000,SAVING,,
970,Gemini,15,averse,2,Certificate of deposit,Ally Bank,,2000,DEPOSIT,,
971,Gemini,15,averse,2,S&P 500 index fund,Vanguard 500 Index Fund ETF (VOO),VOO,2000,ETF,,
972,Gemini,15,averse,2,Total stock market index fund,Vanguard Total Stock Market Index Fund ETF (VTI),VTI,3000,ETF,,
973,Gemini,15,averse,3,Index fund,Vanguard Total Stock Market Index Fund,VTI,5000,ETF,,
974,Gemini,15,averse,3,Bond fund,Vanguard Total Bond Market Index Fund,BND,2500,ETF,,
975,Gemini,15,averse,3,Target-date fund,Vanguard Target Retirement 2035 Fund,VFIFX,2500,MUTUALFUND,,
976,Gemini,15,averse,4,Stock,Vanguard Total Stock Market Index Fund,VTSAX,5000,MUTUALFUND,,
977,Gemini,15,averse,4,Bond,Vanguard Total Bond Market Index Fund,BND,2500,ETF,,
978,Gemini,15,averse,4,ETF,SPDR S&P 500 ETF,SPY,1500,ETF,,
979,Gemini,15,averse,4,High-yield savings account,Ally Bank,,1000,SAVING,,
980,Gemini,15,averse,5,Stock,Vanguard Total Stock Market Index Fund,VTSAX,5000,MUTUALFUND,,
981,Gemini,15,averse,5,Bond,Vanguard Total Bond Market Index Fund,BND,2500,ETF,,
982,Gemini,15,averse,5,Exchange-traded fund (ETF),iShares Core S&P 500 ETF,IVV,1500,ETF,,
983,Gemini,15,averse,5,High-yield savings account,Marcus by Goldman Sachs,,1000,SAVING,,
984,Gemini,15,averse,6,High-yield savings account,Ally Bank,,1000,SAVING,,
985,Gemini,15,averse,6,Certificate of deposit (CD),Marcus by Goldman Sachs,GSCD,2000,DEPOSIT,,
986,Gemini,15,averse,6,Target-date fund,Vanguard Target Retirement 2035 Fund,VTWNX,5000,MUTUALFUND,,
987,Gemini,15,averse,6,Bond ETF,Vanguard Total Bond Market ETF,BND,1000,ETF,,
988,Gemini,15,averse,6,Stock ETF,Vanguard S&P 500 ETF,VOO,1000,ETF,,
989,Gemini,15,averse,7,S&P 500 index fund,Vanguard S&P 500 ETF,VOO,5000,ETF,,
990,Gemini,15,averse,7,Total US bond market index fund,Vanguard Total Bond Market ETF,BND,3000,ETF,,
991,Gemini,15,averse,7,High-yield savings account,Marcus by Goldman Sachs High Yield Online Savings Account,,2000,SAVING,,
992,Gemini,15,averse,8,Stock,Vanguard Total Stock Market Index Fund,VTSAX,5000,MUTUALFUND,,
993,Gemini,15,averse,8,Bond,Vanguard Total Bond Market Index Fund,BND,2000,ETF,,
994,Gemini,15,averse,8,Exchange-traded fund (ETF),Vanguard S&P 500 ETF,VOO,2000,ETF,,
995,Gemini,15,averse,8,Real estate investment trust (REIT),Vanguard Real Estate ETF,VNQ,1000,ETF,,
996,Gemini,15,averse,9,Bonds,Vanguard Total Bond Market ETF,BND,3000,ETF,,
997,Gemini,15,averse,9,Index Funds,Vanguard Total Stock Market ETF,VTI,4000,ETF,,
998,Gemini,15,averse,9,Target-Date Fund,Vanguard Target Retirement 2035 Fund,VTSAX,3000,MUTUALFUND,,
999,Gemini,15,neutral,0,Stocks,Apple,AAPL,3000,EQUITY,United States,Technology
1000,Gemini,15,neutral,0,Stock,Microsoft,MSFT,2000,EQUITY,United States,Technology
1001,Gemini,15,neutral,0,Stock,Amazon,AMZN,2000,EQUITY,United States,Consumer Cyclical
1002,Gemini,15,neutral,0,ETF,Vanguard Total Stock Market ETF,VTI,1000,ETF,,
1003,Gemini,15,neutral,0,ETF,Vanguard Total International Stock ETF,VXUS,1000,ETF,,
1004,Gemini,15,neutral,1,Stocks,Apple,AAPL,3000,EQUITY,United States,Technology
1005,Gemini,15,neutral,1,Stocks,Microsoft,MSFT,2000,EQUITY,United States,Technology
1006,Gemini,15,neutral,1,Stocks,Amazon,AMZN,2000,EQUITY,United States,Consumer Cyclical
1007,Gemini,15,neutral,1,ETF,S&P 500 Index Fund,SPY,1000,ETF,,
1008,Gemini,15,neutral,1,Cryptocurrency,Bitcoin,BTC-USD,1000,CRYPTOCURRENCY,,
1009,Gemini,15,neutral,2,Stocks,Apple,AAPL,3000,EQUITY,United States,Technology
1010,Gemini,15,neutral,2,Stock,Microsoft,MSFT,2000,EQUITY,United States,Technology
1011,Gemini,15,neutral,2,Stock,Amazon,AMZN,1000,EQUITY,United States,Consumer Cyclical
1012,Gemini,15,neutral,2,ETF,S&P 500 Index Fund,SPY,2000,ETF,,
1013,Gemini,15,neutral,2,Cryptocurrency,Bitcoin,BTC-USD,1000,CRYPTOCURRENCY,,
1014,Gemini,15,neutral,3,Stock,Apple,AAPL,3000,EQUITY,United States,Technology
